Trio in B Flat for Violin_ Cello_ and Piano     ,,,Mov. 1,Beethoven_ Ludwig van,*M4/4
Trio in B Flat for Violin_ Cello_ and Piano     ,,,Mov. 2,Beethoven_ Ludwig van,*M3/4
Trio in B Flat for Violin_ Cello_ and Piano     ,,,Mov. 2,Beethoven_ Ludwig van,*M3/4
Two-part Invention No.4 in D Minor,,,,Bach_ Johann Sebastian,*M3/8
Trio in B Flat for Violin_ Cello_ and Piano     ,,,Mov. 2,Beethoven_ Ludwig van,*M3/4
Trio in B Flat for Violin_ Cello_ and Piano     ,,,Mov. 3,Beethoven_ Ludwig van,*M3/4
Trio in B Flat for Violin_ Cello_ and Piano     ,,,Mov. 4,Beethoven_ Ludwig van,*M2/4
Trio for Violin_ Cello_ and Piano    ,,,,Beethoven_ Ludwig van,*M6/8
Trio for Violin_ Cello_ and Piano    ,,,,Beethoven_ Ludwig van,*M6/8
Turkish March from Ruins of Athens,,,,Beethoven_ Ludwig van,*M2/4
"Variations on ""Nel Cor Piu"" of Paisiello for Piano",,,,Beethoven_ Ludwig van,*M6/8
Thirty-two Variations in C Minor for Piano,,,,Beethoven_ Ludwig van,*M3/4
Variations on a Waltz of Diabelli for Piano,,,,Beethoven_ Ludwig van,*M3/4
Overture,,,,Bellini_ Vincenzo,*M4/4
Two-part Invention No.5 in E Flat,,,,Bach_ Johann Sebastian,*M4/4
Overture,,,,Bellini_ Vincenzo,*M4/4
Overture,,,,Bellini_ Vincenzo,*M4/4
Overture,,,,Berlioz_ Hector,*M3/8
Overture,,,,Berlioz_ Hector,*M3/4
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M3/4
Overture,,,,Berlioz_ Hector,*M3/4
Two-part Invention No.6 in E,,,,Bach_ Johann Sebastian,*M3/8
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M4/4
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M4/4
Overture,,,,Berlioz_ Hector,*M4/4
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M4/4
Overture,,,,Berlioz_ Hector,*M4/4
Two-part Invention No.6 in E,,,,Bach_ Johann Sebastian,*M3/8
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M2/2
Overture,,,,Berlioz_ Hector,*M3/4
Overture,,,,Berlioz_ Hector,*M6/8
Overture,,,,Berlioz_ Hector,*M6/8
Overture,,,,Berlioz_ Hector,*M6/8
Overture,,,Mov. 1 (Combat_ Tumult),Berlioz_ Hector,*M2/2
Overture,,,Mov. 2 (Romeo Alone),Berlioz_ Hector,*M3/4
Overture,,,Mov. 2 (F&ecirc;te at the Capulets),Berlioz_ Hector,*M2/2
Two-part Invention No.7 in E Minor,,,,Bach_ Johann Sebastian,*M4/4
Overture,,,Mov. 4 (Queen Mab Scherzo),Berlioz_ Hector,*M3/8
Overture,,,Mov. 4 ,Berlioz_ Hector,*M3/8
Overture,,,Mov. 4 ,Berlioz_ Hector,*M3/4
Symphonie fantastique,,,Mov. 1 (Reveries_ Passions) ,Berlioz_ Hector,*M4/4
Symphonie fantastique,,,Mov. 1 (Reveries_ Passions) ,Berlioz_ Hector,*M4/4
Symphonie fantastique,,,Mov. 1 (Reveries_ Passions) ,Berlioz_ Hector,*M4/4
Symphonie fantastique,,,Mov. 1 (Reveries_ Passions) ,Berlioz_ Hector,*M4/4
Symphonie fantastique,,,Mov. 2 (A Ball) ,Berlioz_ Hector,*M3/8
Symphonie fantastique,,,Mov. 2 (A Ball) ,Berlioz_ Hector,*M3/8
Symphonie fantastique,,,Mov. 3 (Scenes in the Country) ,Berlioz_ Hector,*M6/8
Quartet in C for Flute and Strings,,,Mov. 2,Bach_ Johann Christian,*M3/4
Two-part Invention No.8 in F,,,,Bach_ Johann Sebastian,*M3/4
Symphonie fantastique,,,Mov. 3 (Scenes in the Country) ,Berlioz_ Hector,*M6/8
Symphonie fantastique,,,Mov. 4 (March to the Scaffold) ,Berlioz_ Hector,*M4/4
Symphonie fantastique,,,Mov. 4 (March to the Scaffold) ,Berlioz_ Hector,*M4/4
Symphonie fantastique,,,Mov. 5 (Witches' Sabbath) ,Berlioz_ Hector,*M6/8
Symphonie fantastique,,,Mov. 5 (Witches' Sabbath) ,Berlioz_ Hector,*M6/8
Symphonie fantastique,,,Mov. 5 (Witches' Sabbath) ,Berlioz_ Hector,*M6/8
Harold in Italy,,,Mov. 1 (Harold in the Mountains),Berlioz_ Hector,*M3/4
Harold in Italy,,,Mov. 1 (Harold in the Mountains),Berlioz_ Hector,*M3/4
Harold in Italy,,,Mov. 1 (Harold in the Mountains),Berlioz_ Hector,*M3/4
Harold in Italy,,,Mov. 1 (Harold in the Mountains),Berlioz_ Hector,*M3/4
Two-part Invention No.9 in F Minor,,,,Bach_ Johann Sebastian,*M3/4
Harold in Italy,,,Mov. 1 (Harold in the Mountains),Berlioz_ Hector,*M6/8
Harold in Italy,,,Mov. 1 (Harold in the Mountains),Berlioz_ Hector,*M6/8
Harold in Italy,,,Mov. 2 (March of the Pilgrims),Berlioz_ Hector,*M2/4
Harold in Italy,,,Mov. 3 (Serenade)           ,Berlioz_ Hector,*M6/8
Harold in Italy,,,Mov. 3 (Serenade)           ,Berlioz_ Hector,*M6/8
Harold in Italy,,,Mov. 4 (Orgy of the Brigands),Berlioz_ Hector,*M2/2
Harold in Italy,,,Mov. 4 (Orgy of the Brigands),Berlioz_ Hector,*M2/2
Harold in Italy,,,Mov. 4 (Orgy of the Brigands),Berlioz_ Hector,*M2/2
Fancy Free (ballet),,,Opening Dance,Bernstein_ Leonard,*M4/4
*M3/4,,,,,
Fancy Free (ballet),,,At the Bar,Bernstein_ Leonard,*M2/2
Fancy Free (ballet),,,At the Bar,Bernstein_ Leonard,*M2/2
Fancy Free (ballet),,,Pas de Deux,Bernstein_ Leonard,*M4/4
Fancy Free (ballet),,,Variation I,Bernstein_ Leonard,*M2/4
Fancy Free (ballet),,,Variation I,Bernstein_ Leonard,*M2/4
Fancy Free (ballet),,,Variation II,Bernstein_ Leonard,*M3/4
*M3/8,,,,,
*M4/4,,,,,
*M3/4,,,,,
*M3/8,,,,,
*M3/4,,,,,
Fancy Free (ballet),,,Variation III,Bernstein_ Leonard,*M4/4
Fancy Free (ballet),,,Variation III,Bernstein_ Leonard,*M4/4
Fancy Free (ballet),,,Finale,Bernstein_ Leonard,*M6/8
Jeremiah Symphony,,,Mov. 1 (Prophecy),Bernstein_ Leonard,*M5/4
*M4/4,,,,,
*M5/4,,,,,
Jeremiah Symphony,,,Mov. 1 (Prophecy),Bernstein_ Leonard,*M5/4
*M6/4,,,,,
Jeremiah Symphony,,,Mov. 1 (Prophecy),Bernstein_ Leonard,*M4/4
Jeremiah Symphony,,,Mov. 2 ,Bernstein_ Leonard,*M6/8
*M8/8,,,,,
*M6/8,,,,,
Jeremiah Symphony,,,Mov. 2 ,Bernstein_ Leonard,*M4/4
*M3/8,,,,,
*M4/4,,,,,
*M3/8,,,,,
*M4/4,,,,,
Jeremiah Symphony,,,Mov. 3 ,Bernstein_ Leonard,*M3/4
*M2/4,,,,,
*M3/4,,,,,
Jeremiah Symphony,,,Mov. 3 ,Bernstein_ Leonard,*M4/4
*M3/4,,,,,
Jeremiah Symphony,,,Mov. 3 ,Bernstein_ Leonard,*M3/4
L'Arl&eacute;sienne_ Suite No.1,,,Overture,Bizet_ Georges,*M4/4
L'Arl&eacute;sienne_ Suite No.1,,,Overture,Bizet_ Georges,*M4/4
Two-part Invention No.10 in G,,,,Bach_ Johann Sebastian,*M9/8
L'Arl&eacute;sienne_ Suite No.1,,,Minuetto,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.1,,,Minuetto,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.1,,,Minuetto,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.1,,,Adagietto,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.1,,,Carillon,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.1,,,Carillon,Bizet_ Georges,*M6/8
L'Arl&eacute;sienne_ Suite No.2,,,Pastorale    ,Bizet_ Georges,*M4/4
L'Arl&eacute;sienne_ Suite No.2,,,Pastorale    ,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.2,,,Intermezzo  ,Bizet_ Georges,*M4/4
L'Arl&eacute;sienne_ Suite No.2,,,Intermezzo  ,Bizet_ Georges,*M4/4
Two-part Invention No.11 in G Minor,,,,Bach_ Johann Sebastian,*M4/4
L'Arl&eacute;sienne_ Suite No.2,,,Minuetto  ,Bizet_ Georges,*M3/4
L'Arl&eacute;sienne_ Suite No.2,,,Farandole    ,Bizet_ Georges,*M2/4
Carmen ,,,Prelude to Act I,Bizet_ Georges,*M2/4
Carmen ,,,Prelude to Act I,Bizet_ Georges,*M2/4
Carmen ,,,Prelude to Act I,Bizet_ Georges,*M2/4
Carmen ,,,Prelude to Act I,Bizet_ Georges,*M3/4
Carmen ,,,First Intermezzo,Bizet_ Georges,*M2/4
Carmen ,,,First Intermezzo,Bizet_ Georges,*M2/4
Carmen ,,,Danse Boh&egrave;me   ,Bizet_ Georges,*M3/4
Carmen ,,,Second Intermezzo      ,Bizet_ Georges,*M4/4
Two-part Invention No.12 in A,,,,Bach_ Johann Sebastian,*M12/8
Carmen ,,,Third Intermezzo      ,Bizet_ Georges,*M3/8
Petite Suite for Orchestra,,,Marche     ,Bizet_ Georges,*M4/4
Petite Suite,,,Berceuse     ,Bizet_ Georges,*M6/8
Petite Suite,,,Impromptu,Bizet_ Georges,*M2/4
Petite Suite,,,Duo (Petit Mari_ Petite Femme)     ,Bizet_ Georges,*M2/4
Petite Suite,,,Galop (Le Bal),Bizet_ Georges,*M2/4
Symphony No.1 in C,,,Mov. 1,Bizet_ Georges,*M2/2
Symphony No.1 in C,,,Mov. 1,Bizet_ Georges,*M2/2
Symphony No.1 in C,,,Mov. 1,Bizet_ Georges,*M2/2
Symphony No.1 in C,,,Mov. 2,Bizet_ Georges,*M9/8
Two-part Invention No.13 in A Minor,,,,Bach_ Johann Sebastian,*M4/4
Symphony No.1 in C,,,Mov. 2,Bizet_ Georges,*M9/8
Symphony No.1 in C,,,Mov. 3,Bizet_ Georges,*M3/4
Symphony No.1 in C,,,Mov. 4,Bizet_ Georges,*M2/4
Symphony No.1 in C,,,Mov. 4,Bizet_ Georges,*M2/4
Symphony No.1 in C,,,Mov. 4,Bizet_ Georges,*M2/4
Baal Shem ,,,Vidui (Contrition),Bloch_ Ernest,*M4/4
Baal Shem ,,,Nigun (Improvisation),Bloch_ Ernest,*M4/4
Baal Shem ,,,Nigun (Improvisation),Bloch_ Ernest,*M2/4
Baal Shem ,,,Simchas Torah,Bloch_ Ernest,*M2/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 1 (Prelude),Bloch_ Ernest,*M2/4
Two-part Invention No.14 in B Flat,,,,Bach_ Johann Sebastian,*M4/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 2 (Dirge),Bloch_ Ernest,*M3/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 2 (Dirge),Bloch_ Ernest,*M3/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 2 (Dirge),Bloch_ Ernest,*M3/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 2 (Dirge),Bloch_ Ernest,*M4/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 3 (Pastorale and Rustic Dances),Bloch_ Ernest,*M4/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 3 (Pastorale and Rustic Dances),Bloch_ Ernest,*M6/8
*M9/8,,,,,
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 3 (Pastorale and Rustic Dances),Bloch_ Ernest,*M2/4
*M3/4,,,,,
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 3 (Pastorale and Rustic Dances),Bloch_ Ernest,*M3/4
*M2/4,,,,,
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 3 (Pastorale and Rustic Dances),Bloch_ Ernest,*M3/4
*M4/4,,,,,
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 4(Fugue)                       ,Bloch_ Ernest,*M4/4
Two-part Invention No.15 in B Minor,,,,Bach_ Johann Sebastian,*M4/4
Concerto Grosso for String Orchestra and Piano Obbligato,,,Mov. 4(Fugue)                       ,Bloch_ Ernest,*M4/4
String Quartet No. 1,,,Mov. 1             ,Bloch_ Ernest,*M2/4
String Quartet No. 1,,,Mov. 1             ,Bloch_ Ernest,*M2/4
String Quartet No. 1,,,Mov. 1             ,Bloch_ Ernest,*M3/4
*M4/4,,,,,
String Quartet No. 1,,,Mov. 2             ,Bloch_ Ernest,*M6/8
String Quartet No. 1,,,Mov. 2             ,Bloch_ Ernest,*M4/4
String Quartet No. 1,,,Mov. 2             ,Bloch_ Ernest,*M6/8
String Quartet No. 1,,,Mov. 3             ,Bloch_ Ernest,*M3/4
String Quartet No. 1,,,Mov. 3             ,Bloch_ Ernest,*M3/4
String Quartet No. 1,,,Mov. 4             ,Bloch_ Ernest,*M4/4
Three-part Invention No. 2 in C Minor,,,,Bach_ Johann Sebastian,*M12/8
String Quartet No. 1,,,Mov. 4             ,Bloch_ Ernest,*M2/4
String Quartet No. 1,,,Mov. 4             ,Bloch_ Ernest,*M2/4
Piano Quintet No. 1,,,Mov. 1          ,Bloch_ Ernest,*M4/4
*M2/4,,,,,
*M4/4,,,,,
Piano Quintet No. 1,,,Mov. 1          ,Bloch_ Ernest,*M3/2
Piano Quintet No. 1,,,Mov. 2          ,Bloch_ Ernest,*M12/8
Piano Quintet No. 1,,,Mov. 2          ,Bloch_ Ernest,*M4/4
Piano Quintet No. 1,,,Mov. 3,Bloch_ Ernest,*M2/4
Schelomo for Cello and Orchestra,,,,Bloch_ Ernest,*M12/8
Schelomo for Cello and Orchestra,,,,Bloch_ Ernest,*M4/4
Schelomo for Cello and Orchestra,,,,Bloch_ Ernest,*M3/4
Three-part Invention No. 3 in D,,,,Bach_ Johann Sebastian,*M4/4
Schelomo for Cello and Orchestra,,,,Bloch_ Ernest,*M4/4
*M3/4,,,,,
Schelomo for Cello and Orchestra,,,,Bloch_ Ernest,*M6/4
*M7/4,,,,,
*M6/4,,,,,
*M9/4,,,,,
Schelomo for Cello and Orchestra,,,,Bloch_ Ernest,*M4/4
Sonata for Violin and Piano,,,Mov. 1,Bloch_ Ernest,*M3/4
Sonata for Violin and Piano,,,Mov. 2,Bloch_ Ernest,*M3/4
Sonata for Violin and Piano,,,Mov. 3,Bloch_ Ernest,*M4/4
Suite for Viola and Orchestra,,,Mov. 1,Bloch_ Ernest,*M3/4
Suite for Viola and Orchestra,,,Mov. 1,Bloch_ Ernest,*M4/4
*M5/4,,,,,
*M3/4,,,,,
*M4/4,,,,,
Suite for Viola and Orchestra,,,Mov. 1,Bloch_ Ernest,*M4/4
Suite for Viola and Orchestra,,,Mov. 2,Bloch_ Ernest,*M2/4
Quartet in D for Flute and Strings,,,Mov. 1,Bach_ Johann Christian,*M2/2
Three-part Invention No. 4 in D Minor,,,,Bach_ Johann Sebastian,*M4/4
Suite for Viola and Orchestra,,,Mov. 2,Bloch_ Ernest,*M2/4
Suite for Viola and Orchestra,,,Mov. 3,Bloch_ Ernest,*M3/4
Suite for Viola and Orchestra,,,Mov. 4,Bloch_ Ernest,*M2/4
Israel Symphony ,,,,Bloch_ Ernest,*M2/4
*M3/4,,,,,
Israel Symphony ,,,,Bloch_ Ernest,*M3/4
Israel Symphony ,,,,Bloch_ Ernest,*M3/4
*M2/4,,,,,
*M3/4,,,,,
Israel Symphony ,,,,Bloch_ Ernest,*M3/4
Israel Symphony ,,,,Bloch_ Ernest,*M2/4
Three Nocturnes for Violin_ Cello_ and Piano,,,Nocturne I,Bloch_ Ernest,*M2/4
Three Nocturnes for Violin_ Cello_ and Piano,,,Nocturne II,Bloch_ Ernest,*M2/4
Three-part Invention No. 7 in E Minor,,,,Bach_ Johann Sebastian,*M3/4
Three Nocturnes for Violin_ Cello_ and Piano,,,Nocturne III,Bloch_ Ernest,*M3/4
Concerto in B Flat for Cello and Orchestra,,,Mov. 1,Boccherini_ Luigi,*M4/4
Concerto in B Flat for Cello and Orchestra,,,Mov. 1,Boccherini_ Luigi,*M4/4
Concerto in B Flat for Cello and Orchestra,,,Mov. 2,Boccherini_ Luigi,*M4/4
Concerto in B Flat for Cello and Orchestra,,,Mov. 3,Boccherini_ Luigi,*M3/4
Concerto No. 2 in D for Cello and Orchestra,,,Mov. 1,Boccherini_ Luigi,*M4/4
Concerto No. 2 in D for Cello and Orchestra,,,Mov. 2,Boccherini_ Luigi,*M4/4
Concerto No. 2 in D for Cello and Orchestra,,,Mov. 2,Boccherini_ Luigi,*M4/4
Concerto No. 2 in D for Cello and Orchestra,,,Mov. 3,Boccherini_ Luigi,*M3/8
Concerto No. 2 in D for Cello and Orchestra,,,Mov. 3,Boccherini_ Luigi,*M3/8
Three-part Invention No. 9 in F Minor,,,,Bach_ Johann Sebastian,*M4/4
Concerto No. 3 in G for Cello and Strings,,,Mov. 1,Boccherini_ Luigi,*M4/4
Concerto No. 3 in G for Cello and Strings,,,Mov. 2,Boccherini_ Luigi,*M4/4
Concerto No. 3 in G for Cello and Strings,,,Mov. 3,Boccherini_ Luigi,*M3/8
Quartet in D                          ,,,Mov. 1,Boccherini_ Luigi,*M4/4
